y, v
10, 0
10.0, -4.220824403854534
5.779175596145466, -3.191243544493476
2.5879320516519897, -1.6608521587012204
0.9270798929507693, -0.6871909123375093
0.23988898061326003, -0.22367845198941022
0.016210528623849807, -0.046691297922090064
-0.030480769298240257, 0.004547175307919461
-0.025933593990320795, 0.011756210228867197
-0.014177383761453598, 0.008078435752021452
-0.006098948009432146, 0.004013461161990064
-0.002085486847442082, 0.001595259878173824
-0.000490226969268258, 0.0004911174641986026
8.904949303446732e-07, 8.711847535744824e-05
8.800897028779292e-05, -2.162657212113195e-05
6.638239816666097e-05, -3.1871696003508794e-05
3.451070216315217e-05, -2.0244418338719668e-05
1.4266283824432505e-05, -9.628163625127624e-06
4.638120199304881e-06, -3.672960973573194e-06
9.651592257316868e-07, -1.0617279318068956e-06
-9.656870607520873e-08, -1.4839068379414983e-07
